SEQN,cycle,RIDAGEYR,sub_cluster_id
56,1999-2000,21.0,-1
57,1999-2000,39.0,-1
77,1999-2000,25.0,1
121,1999-2000,38.0,1
126,1999-2000,33.0,-1
132,1999-2000,41.0,1
162,1999-2000,63.0,-1
169,1999-2000,23.0,1
190,1999-2000,65.0,-1
191,1999-2000,69.0,-1
193,1999-2000,38.0,-1
223,1999-2000,47.0,1
236,1999-2000,45.0,1
250,1999-2000,58.0,1
272,1999-2000,56.0,-1
296,1999-2000,57.0,-1
333,1999-2000,42.0,-1
334,1999-2000,58.0,1
339,1999-2000,50.0,1
374,1999-2000,53.0,-1
399,1999-2000,38.0,1
426,1999-2000,45.0,1
429,1999-2000,43.0,1
434,1999-2000,58.0,-1
437,1999-2000,56.0,1
443,1999-2000,53.0,-1
446,1999-2000,32.0,1
447,1999-2000,65.0,-1
468,1999-2000,33.0,-1
469,1999-2000,66.0,1
477,1999-2000,51.0,1
481,1999-2000,63.0,1
493,1999-2000,66.0,-1
504,1999-2000,32.0,1
505,1999-2000,60.0,-1
514,1999-2000,20.0,1
522,1999-2000,51.0,1
532,1999-2000,40.0,1
537,1999-2000,41.0,-1
543,1999-2000,36.0,1
551,1999-2000,53.0,1
554,1999-2000,27.0,1
560,1999-2000,66.0,-1
570,1999-2000,51.0,-1
577,1999-2000,22.0,1
582,1999-2000,26.0,1
588,1999-2000,39.0,1
595,1999-2000,34.0,1
602,1999-2000,28.0,1
613,1999-2000,69.0,1
627,1999-2000,61.0,1
652,1999-2000,54.0,1
655,1999-2000,69.0,1
676,1999-2000,29.0,-1
678,1999-2000,61.0,1
686,1999-2000,39.0,-1
714,1999-2000,47.0,-1
727,1999-2000,32.0,1
729,1999-2000,68.0,1
731,1999-2000,62.0,-1
761,1999-2000,67.0,-1
764,1999-2000,39.0,1
770,1999-2000,27.0,-1
776,1999-2000,45.0,1
781,1999-2000,43.0,1
782,1999-2000,61.0,1
803,1999-2000,41.0,-1
804,1999-2000,50.0,1
816,1999-2000,44.0,-1
828,1999-2000,65.0,1
835,1999-2000,51.0,1
840,1999-2000,54.0,-1
858,1999-2000,50.0,1
871,1999-2000,68.0,1
883,1999-2000,52.0,-1
884,1999-2000,25.0,-1
886,1999-2000,45.0,1
896,1999-2000,41.0,1
897,1999-2000,54.0,1
909,1999-2000,40.0,1
944,1999-2000,54.0,1
949,1999-2000,67.0,1
962,1999-2000,51.0,1
964,1999-2000,62.0,1
978,1999-2000,44.0,1
987,1999-2000,66.0,-1
999,1999-2000,64.0,1
1009,1999-2000,39.0,-1
1028,1999-2000,46.0,1
1029,1999-2000,68.0,1
1030,1999-2000,69.0,-1
1031,1999-2000,65.0,1
1032,1999-2000,51.0,-1
1033,1999-2000,45.0,-1
1090,1999-2000,45.0,-1
1127,1999-2000,28.0,1
1179,1999-2000,60.0,1
1183,1999-2000,32.0,1
1210,1999-2000,56.0,1
1244,1999-2000,66.0,-1
1252,1999-2000,42.0,1
1253,1999-2000,47.0,1
1255,1999-2000,68.0,1
1268,1999-2000,67.0,1
1282,1999-2000,45.0,-1
1288,1999-2000,20.0,-1
1295,1999-2000,60.0,1
1316,1999-2000,65.0,-1
1328,1999-2000,54.0,-1
1331,1999-2000,25.0,1
1339,1999-2000,66.0,1
1352,1999-2000,67.0,1
1388,1999-2000,45.0,1
1397,1999-2000,65.0,-1
1410,1999-2000,49.0,1
1412,1999-2000,43.0,-1
1417,1999-2000,38.0,1
1428,1999-2000,40.0,1
1430,1999-2000,54.0,1
1431,1999-2000,59.0,1
1438,1999-2000,43.0,1
1445,1999-2000,56.0,1
1453,1999-2000,50.0,-1
1455,1999-2000,33.0,1
1469,1999-2000,65.0,1
1480,1999-2000,33.0,1
1495,1999-2000,41.0,1
1520,1999-2000,46.0,1
1543,1999-2000,39.0,1
1551,1999-2000,38.0,-1
1554,1999-2000,48.0,1
1555,1999-2000,50.0,1
1558,1999-2000,68.0,1
1580,1999-2000,26.0,1
1581,1999-2000,34.0,1
1588,1999-2000,35.0,1
1592,1999-2000,63.0,1
1614,1999-2000,62.0,1
1616,1999-2000,62.0,1
1618,1999-2000,45.0,1
1659,1999-2000,51.0,-1
1671,1999-2000,43.0,1
1672,1999-2000,68.0,1
1682,1999-2000,52.0,-1
1711,1999-2000,69.0,-1
1715,1999-2000,55.0,1
1723,1999-2000,68.0,1
1729,1999-2000,64.0,1
1730,1999-2000,60.0,1
1736,1999-2000,48.0,1
1737,1999-2000,64.0,1
1779,1999-2000,52.0,1
1799,1999-2000,66.0,-1
1802,1999-2000,31.0,1
1808,1999-2000,25.0,-1
1809,1999-2000,51.0,-1
1824,1999-2000,68.0,-1
1846,1999-2000,62.0,-1
1865,1999-2000,66.0,1
1871,1999-2000,65.0,1
1873,1999-2000,55.0,1
1875,1999-2000,49.0,1
1876,1999-2000,41.0,1
1887,1999-2000,32.0,1
1920,1999-2000,68.0,-1
1931,1999-2000,65.0,-1
1933,1999-2000,58.0,-1
1939,1999-2000,48.0,-1
1950,1999-2000,48.0,1
1967,1999-2000,51.0,1
1990,1999-2000,68.0,-1
1992,1999-2000,64.0,1
1995,1999-2000,55.0,1
2002,1999-2000,57.0,-1
2015,1999-2000,61.0,1
2018,1999-2000,59.0,1
2019,1999-2000,63.0,1
2020,1999-2000,53.0,1
2022,1999-2000,58.0,1
2031,1999-2000,54.0,1
2037,1999-2000,53.0,-1
2045,1999-2000,51.0,1
2078,1999-2000,45.0,-1
2086,1999-2000,24.0,1
2101,1999-2000,37.0,1
2108,1999-2000,54.0,1
2112,1999-2000,37.0,1
2115,1999-2000,59.0,1
2135,1999-2000,30.0,-1
2140,1999-2000,64.0,-1
2142,1999-2000,36.0,1
2163,1999-2000,29.0,-1
2177,1999-2000,23.0,-1
2182,1999-2000,43.0,1
2189,1999-2000,65.0,1
2193,1999-2000,29.0,1
2199,1999-2000,64.0,1
2213,1999-2000,47.0,1
2222,1999-2000,43.0,1
2225,1999-2000,62.0,1
2231,1999-2000,58.0,1
2236,1999-2000,32.0,1
2245,1999-2000,32.0,-1
2251,1999-2000,30.0,1
2276,1999-2000,29.0,-1
2277,1999-2000,54.0,1
2278,1999-2000,32.0,1
2304,1999-2000,35.0,1
2329,1999-2000,31.0,-1
2331,1999-2000,62.0,-1
2334,1999-2000,36.0,1
2345,1999-2000,51.0,1
2346,1999-2000,66.0,-1
2349,1999-2000,64.0,-1
2363,1999-2000,63.0,1
2376,1999-2000,61.0,1
2392,1999-2000,50.0,1
2400,1999-2000,60.0,1
2427,1999-2000,53.0,1
2429,1999-2000,58.0,1
2440,1999-2000,45.0,1
2441,1999-2000,52.0,1
2450,1999-2000,49.0,-1
2455,1999-2000,22.0,1
2470,1999-2000,22.0,1
2475,1999-2000,35.0,1
2476,1999-2000,41.0,1
2478,1999-2000,48.0,1
2524,1999-2000,54.0,1
2542,1999-2000,43.0,1
2546,1999-2000,67.0,1
2579,1999-2000,47.0,1
2621,1999-2000,32.0,1
2625,1999-2000,56.0,1
2630,1999-2000,49.0,-1
2636,1999-2000,47.0,1
2697,1999-2000,39.0,1
2730,1999-2000,42.0,1
2768,1999-2000,21.0,1
2777,1999-2000,52.0,1
2819,1999-2000,68.0,1
2820,1999-2000,48.0,1
2830,1999-2000,66.0,1
2831,1999-2000,61.0,1
2841,1999-2000,33.0,-1
2850,1999-2000,56.0,1
2855,1999-2000,66.0,1
2857,1999-2000,26.0,-1
2885,1999-2000,37.0,1
2899,1999-2000,56.0,-1
2906,1999-2000,66.0,1
2907,1999-2000,45.0,1
2940,1999-2000,65.0,1
2942,1999-2000,65.0,-1
2953,1999-2000,34.0,1
2977,1999-2000,69.0,1
2984,1999-2000,58.0,-1
2991,1999-2000,30.0,1
2992,1999-2000,53.0,1
3018,1999-2000,53.0,-1
3035,1999-2000,69.0,1
3039,1999-2000,56.0,1
3043,1999-2000,53.0,-1
3048,1999-2000,27.0,-1
3054,1999-2000,68.0,1
3066,1999-2000,38.0,1
3085,1999-2000,68.0,1
3087,1999-2000,33.0,-1
3116,1999-2000,57.0,-1
3117,1999-2000,37.0,-1
3146,1999-2000,45.0,1
3148,1999-2000,35.0,-1
3153,1999-2000,49.0,1
3161,1999-2000,39.0,1
3164,1999-2000,31.0,-1
3173,1999-2000,65.0,1
3180,1999-2000,39.0,1
3194,1999-2000,48.0,-1
3206,1999-2000,46.0,1
3256,1999-2000,65.0,1
3265,1999-2000,68.0,1
3281,1999-2000,65.0,1
3293,1999-2000,60.0,1
3294,1999-2000,43.0,1
3316,1999-2000,22.0,1
3350,1999-2000,67.0,1
3358,1999-2000,56.0,1
3408,1999-2000,67.0,1
3439,1999-2000,24.0,1
3446,1999-2000,47.0,1
3448,1999-2000,22.0,1
3476,1999-2000,47.0,1
3498,1999-2000,43.0,1
3515,1999-2000,38.0,-1
3541,1999-2000,42.0,-1
3545,1999-2000,66.0,1
3547,1999-2000,69.0,-1
3548,1999-2000,64.0,-1
3559,1999-2000,60.0,1
3573,1999-2000,66.0,-1
3578,1999-2000,20.0,-1
3596,1999-2000,48.0,1
3597,1999-2000,65.0,-1
3614,1999-2000,62.0,1
3646,1999-2000,50.0,-1
3655,1999-2000,47.0,1
3678,1999-2000,69.0,-1
3681,1999-2000,50.0,1
3686,1999-2000,61.0,1
3689,1999-2000,62.0,1
3718,1999-2000,67.0,1
3737,1999-2000,66.0,1
3747,1999-2000,38.0,1
3763,1999-2000,66.0,1
3780,1999-2000,66.0,-1
3785,1999-2000,56.0,1
3804,1999-2000,65.0,1
3807,1999-2000,40.0,1
3816,1999-2000,54.0,1
3820,1999-2000,45.0,1
3840,1999-2000,57.0,-1
3841,1999-2000,37.0,1
3848,1999-2000,53.0,-1
3852,1999-2000,47.0,1
3884,1999-2000,57.0,1
3886,1999-2000,66.0,-1
3892,1999-2000,66.0,-1
3893,1999-2000,51.0,1
3897,1999-2000,63.0,1
3915,1999-2000,59.0,1
3921,1999-2000,48.0,-1
3926,1999-2000,21.0,1
3935,1999-2000,65.0,-1
3937,1999-2000,63.0,-1
3955,1999-2000,64.0,1
3963,1999-2000,42.0,1
3967,1999-2000,53.0,-1
3977,1999-2000,20.0,1
3983,1999-2000,53.0,-1
4011,1999-2000,56.0,-1
4020,1999-2000,60.0,1
4053,1999-2000,51.0,1
4070,1999-2000,29.0,-1
4074,1999-2000,39.0,1
4075,1999-2000,52.0,1
4076,1999-2000,44.0,-1
4078,1999-2000,62.0,1
4082,1999-2000,62.0,-1
4092,1999-2000,46.0,-1
4103,1999-2000,37.0,1
4162,1999-2000,27.0,1
4168,1999-2000,37.0,1
4182,1999-2000,53.0,-1
4187,1999-2000,69.0,-1
4205,1999-2000,34.0,1
4212,1999-2000,62.0,1
4215,1999-2000,43.0,1
4240,1999-2000,31.0,1
4246,1999-2000,39.0,1
4255,1999-2000,61.0,1
4262,1999-2000,53.0,1
4269,1999-2000,33.0,-1
4273,1999-2000,51.0,1
4276,1999-2000,35.0,1
4277,1999-2000,64.0,1
4282,1999-2000,38.0,-1
4298,1999-2000,57.0,1
4312,1999-2000,60.0,-1
4336,1999-2000,67.0,-1
4338,1999-2000,58.0,1
4341,1999-2000,39.0,1
4362,1999-2000,48.0,-1
4375,1999-2000,42.0,1
4381,1999-2000,48.0,1
4385,1999-2000,68.0,1
4386,1999-2000,61.0,1
4419,1999-2000,52.0,1
4431,1999-2000,60.0,-1
4459,1999-2000,50.0,-1
4479,1999-2000,29.0,-1
4535,1999-2000,29.0,1
4557,1999-2000,60.0,1
4565,1999-2000,44.0,1
4581,1999-2000,56.0,-1
4608,1999-2000,46.0,1
4624,1999-2000,65.0,-1
4644,1999-2000,64.0,1
4665,1999-2000,51.0,1
4666,1999-2000,67.0,-1
4682,1999-2000,29.0,1
4688,1999-2000,60.0,1
4697,1999-2000,45.0,1
4708,1999-2000,47.0,1
4722,1999-2000,35.0,-1
4727,1999-2000,68.0,1
4760,1999-2000,36.0,1
4792,1999-2000,67.0,1
4823,1999-2000,59.0,-1
4828,1999-2000,67.0,1
4831,1999-2000,58.0,1
4853,1999-2000,62.0,-1
4858,1999-2000,44.0,1
4866,1999-2000,35.0,1
4868,1999-2000,52.0,1
4872,1999-2000,53.0,1
4879,1999-2000,33.0,1
4901,1999-2000,39.0,1
4903,1999-2000,52.0,1
4907,1999-2000,43.0,1
4912,1999-2000,25.0,1
4918,1999-2000,63.0,1
4940,1999-2000,67.0,1
4948,1999-2000,59.0,1
4963,1999-2000,23.0,1
4977,1999-2000,32.0,1
4982,1999-2000,65.0,1
4988,1999-2000,59.0,1
4991,1999-2000,45.0,1
4998,1999-2000,61.0,-1
5006,1999-2000,49.0,-1
5013,1999-2000,40.0,1
5016,1999-2000,54.0,1
5018,1999-2000,66.0,1
5043,1999-2000,60.0,-1
5045,1999-2000,21.0,1
5060,1999-2000,68.0,1
5076,1999-2000,55.0,1
5078,1999-2000,43.0,1
5083,1999-2000,62.0,-1
5094,1999-2000,23.0,1
5100,1999-2000,30.0,1
5124,1999-2000,60.0,-1
5139,1999-2000,67.0,-1
5155,1999-2000,53.0,1
5157,1999-2000,46.0,1
5161,1999-2000,57.0,-1
5181,1999-2000,64.0,1
5184,1999-2000,61.0,1
5187,1999-2000,60.0,-1
5191,1999-2000,61.0,1
5203,1999-2000,57.0,-1
5216,1999-2000,23.0,-1
5221,1999-2000,66.0,-1
5223,1999-2000,25.0,1
5229,1999-2000,64.0,1
5248,1999-2000,67.0,-1
5255,1999-2000,60.0,1
5261,1999-2000,37.0,1
5269,1999-2000,35.0,1
5275,1999-2000,60.0,-1
5276,1999-2000,44.0,-1
5305,1999-2000,35.0,1
5306,1999-2000,51.0,1
5309,1999-2000,55.0,-1
5336,1999-2000,53.0,-1
5347,1999-2000,53.0,1
5396,1999-2000,65.0,-1
5401,1999-2000,54.0,-1
5411,1999-2000,57.0,1
5431,1999-2000,27.0,1
5437,1999-2000,20.0,-1
5442,1999-2000,40.0,-1
5445,1999-2000,50.0,-1
5450,1999-2000,44.0,1
5459,1999-2000,66.0,1
5460,1999-2000,38.0,-1
5492,1999-2000,37.0,1
5496,1999-2000,68.0,-1
5508,1999-2000,42.0,-1
5537,1999-2000,30.0,-1
5544,1999-2000,49.0,-1
5549,1999-2000,51.0,1
5553,1999-2000,45.0,1
5564,1999-2000,24.0,1
5568,1999-2000,50.0,-1
5570,1999-2000,37.0,-1
5571,1999-2000,48.0,1
5572,1999-2000,60.0,-1
5585,1999-2000,35.0,1
5592,1999-2000,64.0,1
5613,1999-2000,63.0,-1
5616,1999-2000,36.0,-1
5672,1999-2000,67.0,1
5673,1999-2000,66.0,-1
5676,1999-2000,50.0,1
5699,1999-2000,21.0,1
5710,1999-2000,60.0,-1
5715,1999-2000,64.0,-1
5728,1999-2000,33.0,1
5740,1999-2000,45.0,1
5744,1999-2000,23.0,-1
5749,1999-2000,66.0,1
5777,1999-2000,60.0,-1
5801,1999-2000,27.0,1
5809,1999-2000,69.0,-1
5811,1999-2000,44.0,-1
5813,1999-2000,36.0,-1
5814,1999-2000,49.0,-1
5831,1999-2000,47.0,-1
5838,1999-2000,24.0,1
5860,1999-2000,59.0,-1
5867,1999-2000,21.0,1
5868,1999-2000,47.0,1
5878,1999-2000,66.0,-1
5889,1999-2000,60.0,-1
5894,1999-2000,64.0,-1
5901,1999-2000,54.0,1
5907,1999-2000,44.0,-1
5915,1999-2000,49.0,-1
5916,1999-2000,62.0,1
5949,1999-2000,59.0,1
5976,1999-2000,47.0,1
6008,1999-2000,58.0,1
6015,1999-2000,54.0,1
6016,1999-2000,33.0,1
6027,1999-2000,55.0,1
6037,1999-2000,45.0,-1
6051,1999-2000,65.0,1
6054,1999-2000,48.0,1
6063,1999-2000,66.0,-1
6073,1999-2000,37.0,1
6083,1999-2000,40.0,-1
6090,1999-2000,55.0,-1
6093,1999-2000,52.0,-1
6094,1999-2000,63.0,1
6097,1999-2000,68.0,1
6109,1999-2000,66.0,1
6117,1999-2000,57.0,1
6122,1999-2000,59.0,-1
6123,1999-2000,58.0,-1
6124,1999-2000,61.0,1
6143,1999-2000,23.0,1
6146,1999-2000,39.0,1
6157,1999-2000,38.0,1
6159,1999-2000,51.0,1
6188,1999-2000,64.0,1
6196,1999-2000,65.0,1
6213,1999-2000,69.0,1
6215,1999-2000,36.0,-1
6217,1999-2000,27.0,1
6222,1999-2000,61.0,1
6232,1999-2000,67.0,1
6240,1999-2000,53.0,1
6244,1999-2000,49.0,1
6245,1999-2000,46.0,-1
6336,1999-2000,45.0,1
6337,1999-2000,47.0,1
6339,1999-2000,62.0,-1
6347,1999-2000,66.0,-1
6355,1999-2000,61.0,-1
6360,1999-2000,61.0,1
6364,1999-2000,63.0,1
6383,1999-2000,54.0,1
6390,1999-2000,58.0,1
6419,1999-2000,69.0,1
6456,1999-2000,59.0,1
6461,1999-2000,66.0,1
6462,1999-2000,59.0,-1
6472,1999-2000,67.0,1
6487,1999-2000,39.0,1
6493,1999-2000,54.0,-1
6494,1999-2000,64.0,-1
6514,1999-2000,49.0,-1
6515,1999-2000,34.0,1
6517,1999-2000,42.0,1
6520,1999-2000,35.0,1
6522,1999-2000,20.0,-1
6533,1999-2000,30.0,1
6545,1999-2000,51.0,1
6553,1999-2000,68.0,1
6574,1999-2000,50.0,1
6578,1999-2000,47.0,1
6579,1999-2000,55.0,1
6596,1999-2000,49.0,-1
6605,1999-2000,57.0,1
6633,1999-2000,22.0,1
6637,1999-2000,57.0,1
6661,1999-2000,63.0,1
6662,1999-2000,41.0,1
6664,1999-2000,46.0,1
6684,1999-2000,28.0,1
6716,1999-2000,57.0,1
6717,1999-2000,34.0,-1
6723,1999-2000,23.0,1
6730,1999-2000,26.0,1
6732,1999-2000,64.0,1
6738,1999-2000,60.0,1
6747,1999-2000,40.0,1
6761,1999-2000,34.0,-1
6771,1999-2000,46.0,1
6799,1999-2000,23.0,1
6801,1999-2000,69.0,1
6808,1999-2000,64.0,-1
6812,1999-2000,53.0,1
6822,1999-2000,29.0,-1
6845,1999-2000,59.0,1
6849,1999-2000,41.0,1
6859,1999-2000,52.0,1
6869,1999-2000,27.0,-1
6896,1999-2000,57.0,-1
6904,1999-2000,69.0,-1
6922,1999-2000,55.0,-1
6934,1999-2000,51.0,1
6957,1999-2000,56.0,1
6985,1999-2000,49.0,-1
6992,1999-2000,56.0,-1
7010,1999-2000,62.0,-1
7020,1999-2000,65.0,-1
7030,1999-2000,69.0,-1
7037,1999-2000,44.0,1
7053,1999-2000,44.0,1
7071,1999-2000,69.0,1
7082,1999-2000,62.0,1
7084,1999-2000,45.0,1
7106,1999-2000,57.0,-1
7133,1999-2000,54.0,1
7136,1999-2000,56.0,1
7146,1999-2000,52.0,1
7163,1999-2000,44.0,1
7171,1999-2000,66.0,-1
7186,1999-2000,66.0,-1
7195,1999-2000,63.0,1
7196,1999-2000,69.0,-1
7221,1999-2000,61.0,1
7224,1999-2000,46.0,-1
7227,1999-2000,29.0,-1
7229,1999-2000,60.0,-1
7259,1999-2000,39.0,1
7273,1999-2000,37.0,1
7278,1999-2000,62.0,1
7284,1999-2000,53.0,1
7295,1999-2000,68.0,-1
7297,1999-2000,39.0,1
7312,1999-2000,62.0,-1
7319,1999-2000,42.0,1
7322,1999-2000,62.0,-1
7360,1999-2000,68.0,1
7371,1999-2000,60.0,-1
7377,1999-2000,66.0,-1
7389,1999-2000,55.0,-1
7395,1999-2000,35.0,1
7412,1999-2000,37.0,1
7421,1999-2000,62.0,-1
7449,1999-2000,56.0,1
7459,1999-2000,22.0,-1
7476,1999-2000,41.0,1
7489,1999-2000,68.0,1
7491,1999-2000,54.0,1
7523,1999-2000,43.0,-1
7531,1999-2000,64.0,-1
7540,1999-2000,49.0,1
7562,1999-2000,51.0,1
7563,1999-2000,29.0,1
7566,1999-2000,56.0,-1
7577,1999-2000,64.0,1
7596,1999-2000,52.0,1
7601,1999-2000,66.0,1
7613,1999-2000,21.0,1
7616,1999-2000,44.0,1
7626,1999-2000,65.0,1
7635,1999-2000,63.0,1
7640,1999-2000,32.0,1
7657,1999-2000,66.0,1
7665,1999-2000,47.0,-1
7667,1999-2000,20.0,1
7673,1999-2000,20.0,1
7699,1999-2000,31.0,1
7704,1999-2000,61.0,-1
7707,1999-2000,26.0,1
7713,1999-2000,62.0,-1
7748,1999-2000,45.0,1
7761,1999-2000,69.0,1
7775,1999-2000,39.0,1
7801,1999-2000,46.0,1
7802,1999-2000,62.0,1
7808,1999-2000,36.0,1
7816,1999-2000,68.0,-1
7821,1999-2000,53.0,1
7841,1999-2000,62.0,1
7847,1999-2000,34.0,1
7868,1999-2000,41.0,1
7876,1999-2000,60.0,-1
7886,1999-2000,68.0,1
7903,1999-2000,28.0,-1
7925,1999-2000,69.0,1
7926,1999-2000,67.0,1
7929,1999-2000,46.0,1
7934,1999-2000,46.0,1
7939,1999-2000,64.0,-1
7940,1999-2000,52.0,-1
7942,1999-2000,61.0,1
7949,1999-2000,26.0,1
7989,1999-2000,47.0,-1
8006,1999-2000,68.0,1
8012,1999-2000,59.0,-1
8013,1999-2000,45.0,-1
8020,1999-2000,65.0,1
8033,1999-2000,67.0,-1
8037,1999-2000,28.0,-1
8044,1999-2000,65.0,1
8050,1999-2000,54.0,1
8053,1999-2000,65.0,1
8056,1999-2000,64.0,1
8062,1999-2000,66.0,-1
8068,1999-2000,60.0,1
8081,1999-2000,50.0,1
8088,1999-2000,43.0,-1
8093,1999-2000,60.0,-1
8118,1999-2000,62.0,-1
8119,1999-2000,60.0,1
8125,1999-2000,60.0,-1
8145,1999-2000,56.0,1
8169,1999-2000,59.0,1
8174,1999-2000,66.0,1
8189,1999-2000,60.0,1
8194,1999-2000,63.0,-1
8202,1999-2000,69.0,1
8209,1999-2000,55.0,-1
8215,1999-2000,31.0,1
8246,1999-2000,60.0,1
8252,1999-2000,23.0,1
8261,1999-2000,61.0,1
8271,1999-2000,67.0,1
8282,1999-2000,31.0,-1
8293,1999-2000,63.0,1
8304,1999-2000,39.0,1
8384,1999-2000,42.0,1
8388,1999-2000,62.0,1
8390,1999-2000,66.0,-1
8396,1999-2000,58.0,-1
8424,1999-2000,67.0,1
8428,1999-2000,39.0,1
8467,1999-2000,46.0,1
8470,1999-2000,67.0,1
8475,1999-2000,64.0,1
8487,1999-2000,62.0,-1
8498,1999-2000,50.0,1
8500,1999-2000,40.0,-1
8518,1999-2000,67.0,-1
8533,1999-2000,37.0,-1
8536,1999-2000,65.0,1
8559,1999-2000,60.0,1
8563,1999-2000,45.0,1
8580,1999-2000,55.0,-1
8626,1999-2000,34.0,1
8633,1999-2000,61.0,1
8637,1999-2000,25.0,1
8641,1999-2000,42.0,-1
8645,1999-2000,61.0,1
8650,1999-2000,28.0,-1
8669,1999-2000,65.0,1
8687,1999-2000,48.0,1
8688,1999-2000,56.0,1
8693,1999-2000,51.0,1
8706,1999-2000,34.0,1
8708,1999-2000,43.0,1
8730,1999-2000,58.0,1
8737,1999-2000,65.0,1
8738,1999-2000,32.0,-1
8742,1999-2000,21.0,1
8743,1999-2000,58.0,1
8745,1999-2000,24.0,1
8769,1999-2000,64.0,1
8785,1999-2000,45.0,-1
8801,1999-2000,42.0,1
8802,1999-2000,50.0,1
8803,1999-2000,21.0,1
8815,1999-2000,50.0,1
8821,1999-2000,48.0,1
8844,1999-2000,24.0,-1
8846,1999-2000,40.0,1
8852,1999-2000,67.0,1
8875,1999-2000,44.0,1
8878,1999-2000,47.0,1
8883,1999-2000,67.0,-1
8901,1999-2000,44.0,1
8931,1999-2000,66.0,1
8942,1999-2000,61.0,-1
8946,1999-2000,37.0,1
8957,1999-2000,45.0,1
8968,1999-2000,65.0,-1
8969,1999-2000,55.0,-1
9002,1999-2000,46.0,-1
9006,1999-2000,54.0,-1
9032,1999-2000,43.0,1
9040,1999-2000,68.0,-1
9047,1999-2000,68.0,-1
9048,1999-2000,59.0,1
9050,1999-2000,64.0,1
9062,1999-2000,22.0,1
9069,1999-2000,40.0,1
9087,1999-2000,54.0,1
9096,1999-2000,54.0,-1
9101,1999-2000,25.0,1
9102,1999-2000,42.0,-1
9104,1999-2000,57.0,-1
9130,1999-2000,37.0,-1
9152,1999-2000,64.0,1
9182,1999-2000,48.0,1
9210,1999-2000,68.0,-1
9213,1999-2000,27.0,1
9227,1999-2000,34.0,1
9229,1999-2000,48.0,1
9252,1999-2000,51.0,1
9270,1999-2000,42.0,-1
9325,1999-2000,38.0,1
9329,1999-2000,58.0,1
9332,1999-2000,55.0,-1
9358,1999-2000,62.0,-1
9364,1999-2000,28.0,1
9401,1999-2000,67.0,1
9424,1999-2000,66.0,-1
9425,1999-2000,53.0,-1
9434,1999-2000,39.0,1
9435,1999-2000,54.0,-1
9445,1999-2000,69.0,1
9459,1999-2000,61.0,-1
9466,1999-2000,43.0,1
9479,1999-2000,57.0,1
9483,1999-2000,51.0,1
9488,1999-2000,35.0,1
9494,1999-2000,61.0,-1
9497,1999-2000,45.0,1
9535,1999-2000,60.0,1
9548,1999-2000,50.0,1
9550,1999-2000,64.0,1
9566,1999-2000,65.0,1
9568,1999-2000,64.0,1
9581,1999-2000,60.0,1
9599,1999-2000,66.0,-1
9617,1999-2000,38.0,1
9626,1999-2000,58.0,1
9640,1999-2000,60.0,-1
9650,1999-2000,60.0,1
9668,1999-2000,69.0,-1
9670,1999-2000,36.0,1
9675,1999-2000,35.0,1
9685,1999-2000,44.0,-1
9691,1999-2000,37.0,1
9719,1999-2000,67.0,-1
9728,1999-2000,69.0,1
9735,1999-2000,65.0,-1
9762,1999-2000,66.0,1
9770,1999-2000,46.0,-1
9793,1999-2000,61.0,-1
9811,1999-2000,63.0,1
9816,1999-2000,50.0,1
9817,1999-2000,54.0,1
9819,1999-2000,63.0,-1
9828,1999-2000,68.0,1
9833,1999-2000,60.0,-1
9837,1999-2000,61.0,1
9849,1999-2000,60.0,-1
9861,1999-2000,60.0,1
9903,1999-2000,60.0,1
9910,1999-2000,37.0,1
9915,1999-2000,66.0,-1
9932,1999-2000,52.0,1
9935,1999-2000,61.0,1
9944,1999-2000,50.0,-1
9961,1999-2000,36.0,1
9973,2001-2002,63.0,-1
9988,2001-2002,54.0,1
10014,2001-2002,62.0,1
10024,2001-2002,40.0,-1
10033,2001-2002,51.0,-1
10044,2001-2002,28.0,-1
10053,2001-2002,33.0,1
10070,2001-2002,62.0,1
10083,2001-2002,38.0,1
10102,2001-2002,63.0,1
10116,2001-2002,48.0,1
10144,2001-2002,23.0,1
10167,2001-2002,60.0,1
10203,2001-2002,48.0,-1
10219,2001-2002,55.0,1
10245,2001-2002,20.0,1
10251,2001-2002,36.0,1
10254,2001-2002,68.0,1
10264,2001-2002,42.0,1
10269,2001-2002,56.0,1
10282,2001-2002,58.0,1
10288,2001-2002,44.0,1
10313,2001-2002,46.0,-1
10315,2001-2002,41.0,-1
10319,2001-2002,64.0,1
10320,2001-2002,62.0,1
10322,2001-2002,44.0,-1
10348,2001-2002,65.0,1
10358,2001-2002,46.0,-1
10362,2001-2002,42.0,1
10377,2001-2002,66.0,1
10378,2001-2002,39.0,1
10380,2001-2002,34.0,1
10398,2001-2002,62.0,-1
10406,2001-2002,27.0,1
10443,2001-2002,51.0,-1
10449,2001-2002,51.0,1
10479,2001-2002,42.0,1
10514,2001-2002,49.0,1
10529,2001-2002,61.0,1
10545,2001-2002,53.0,-1
10547,2001-2002,45.0,-1
10556,2001-2002,53.0,1
10585,2001-2002,31.0,-1
10586,2001-2002,53.0,1
10596,2001-2002,48.0,1
10610,2001-2002,34.0,1
10624,2001-2002,49.0,1
10630,2001-2002,66.0,1
10655,2001-2002,26.0,-1
10669,2001-2002,55.0,-1
10679,2001-2002,50.0,1
10690,2001-2002,47.0,-1
10697,2001-2002,53.0,-1
10714,2001-2002,69.0,1
